,H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,sum_rate
229,H_230.h5,P_230.h5,1,0,0,0,1,0,1,0,1,0,26.266195022486382
230,H_231.h5,P_231.h5,0,0,1,1,0,0,1,0,0,0,29.028734488153283
231,H_232.h5,P_232.h5,0,1,0,1,1,0,0,1,0,0,29.260142110408307
232,H_233.h5,P_233.h5,0,1,0,1,0,0,1,0,0,0,28.981748339246447
233,H_234.h5,P_234.h5,0,1,0,0,1,0,0,0,1,1,16.617923300821943
234,H_235.h5,P_235.h5,1,0,0,1,0,1,0,0,0,0,10.965673661450932
235,H_236.h5,P_236.h5,1,1,0,0,0,0,0,0,0,1,26.516833672458436
236,H_237.h5,P_237.h5,1,1,0,0,0,0,1,0,1,0,26.19388358143073
237,H_238.h5,P_238.h5,0,1,1,0,0,1,0,0,0,1,17.46521070879168
238,H_239.h5,P_239.h5,0,0,1,0,0,1,0,0,1,1,16.786612005487054
239,H_240.h5,P_240.h5,0,0,0,0,1,1,0,0,1,1,26.838882667101444
240,H_241.h5,P_241.h5,1,1,0,1,0,0,0,0,0,1,26.04070496994693
241,H_242.h5,P_242.h5,1,0,1,0,0,0,0,1,1,0,14.788536195558436
242,H_243.h5,P_243.h5,0,1,1,0,1,0,0,0,0,0,17.629554035863816
243,H_244.h5,P_244.h5,1,0,0,0,0,1,0,1,0,1,26.74452107506043
244,H_245.h5,P_245.h5,0,0,1,0,1,0,1,0,0,0,28.397994833182548
245,H_246.h5,P_246.h5,1,0,0,0,1,0,0,1,1,0,24.314905983888856
246,H_247.h5,P_247.h5,0,0,0,0,1,1,1,1,0,0,24.083487503202587
247,H_248.h5,P_248.h5,0,0,0,1,1,1,0,1,0,0,16.25328738003853
248,H_249.h5,P_249.h5,0,1,0,0,1,0,0,0,1,0,16.176839501151296
249,H_250.h5,P_250.h5,0,1,1,1,0,0,0,0,0,1,24.376364479135372
250,H_251.h5,P_251.h5,1,0,1,1,0,0,0,0,0,1,31.553333384922418
251,H_252.h5,P_252.h5,0,0,0,1,1,0,1,0,0,1,24.08660858666149
252,H_253.h5,P_253.h5,1,0,0,1,0,0,1,0,0,0,18.12077297973841
253,H_254.h5,P_254.h5,1,1,0,1,0,0,0,0,1,0,18.41869072978523
254,H_255.h5,P_255.h5,1,0,0,1,0,0,0,0,1,0,17.949476027939983
255,H_256.h5,P_256.h5,0,1,1,0,0,0,1,0,0,1,25.74221225892085
256,H_257.h5,P_257.h5,0,1,1,0,0,0,1,0,0,1,26.42241271187932
257,H_258.h5,P_258.h5,0,0,0,1,0,1,1,1,0,0,33.12555134555711
258,H_259.h5,P_259.h5,0,0,1,1,0,0,1,0,0,0,17.276434767763185
259,H_260.h5,P_260.h5,0,0,0,1,0,1,1,0,1,0,14.646071118570045
260,H_261.h5,P_261.h5,0,0,0,1,0,0,1,1,0,1,21.534869565502373
261,H_262.h5,P_262.h5,1,0,1,0,0,0,0,1,0,1,21.175201505666323
262,H_263.h5,P_263.h5,1,0,0,0,0,0,1,0,1,0,22.1437557124012
263,H_264.h5,P_264.h5,1,0,1,1,0,0,0,1,0,0,22.256867307618343
264,H_265.h5,P_265.h5,0,0,0,1,1,1,0,1,0,0,21.511671983509977
265,H_266.h5,P_266.h5,1,1,0,0,1,0,0,0,0,1,33.307714573216195
266,H_267.h5,P_267.h5,1,0,0,0,0,1,1,0,1,0,24.76415392953589
267,H_268.h5,P_268.h5,1,0,0,0,1,1,0,0,0,1,23.40629166012655
268,H_269.h5,P_269.h5,1,1,0,0,0,0,0,0,1,1,16.736342440314033
269,H_270.h5,P_270.h5,0,0,1,0,0,1,0,0,1,1,22.741786311222373
270,H_271.h5,P_271.h5,0,0,0,1,0,1,1,1,0,0,15.750666422443112
271,H_272.h5,P_272.h5,0,0,1,1,0,1,0,0,0,1,34.17103487063429
272,H_273.h5,P_273.h5,0,1,0,0,0,0,1,1,0,0,20.18634257500308
273,H_274.h5,P_274.h5,1,0,0,1,0,0,1,0,1,0,22.282789935673904
274,H_275.h5,P_275.h5,1,0,0,0,0,1,1,0,0,1,18.741993502700637
275,H_276.h5,P_276.h5,0,1,0,0,0,0,1,1,0,0,16.238261579900616
276,H_277.h5,P_277.h5,0,1,0,0,1,1,0,0,0,0,37.88002616053339
277,H_278.h5,P_278.h5,0,0,1,1,0,0,1,0,0,1,13.056049488362653
278,H_279.h5,P_279.h5,1,0,0,1,1,0,0,0,1,0,31.530166533972547
279,H_280.h5,P_280.h5,0,1,0,1,0,1,0,0,1,0,17.271757680718796
280,H_281.h5,P_281.h5,0,0,0,0,1,1,0,0,1,0,22.96414484316698
281,H_282.h5,P_282.h5,1,0,0,0,0,1,1,1,0,0,27.609296592315893
282,H_283.h5,P_283.h5,0,1,0,0,0,0,1,1,1,0,19.119842624219313
283,H_284.h5,P_284.h5,0,1,0,1,1,0,1,0,0,0,23.75025540825453
284,H_285.h5,P_285.h5,1,0,0,0,0,1,0,1,0,0,11.210995829349514
285,H_286.h5,P_286.h5,1,0,0,1,0,1,0,0,0,0,22.656263957483667
286,H_287.h5,P_287.h5,1,0,1,1,0,0,0,0,0,0,34.27179098413451
287,H_288.h5,P_288.h5,1,0,0,0,1,0,0,0,1,1,19.393250091871312
288,H_289.h5,P_289.h5,0,1,1,1,0,0,0,0,0,0,21.878477247311746
289,H_290.h5,P_290.h5,0,1,0,0,0,0,1,0,1,0,19.739197908441874
290,H_291.h5,P_291.h5,1,1,0,0,0,0,0,0,1,1,27.047407663699023
291,H_292.h5,P_292.h5,0,1,0,0,1,0,0,1,1,0,24.773575389122612
292,H_293.h5,P_293.h5,0,1,0,1,0,0,0,1,0,1,25.513433684067135
293,H_294.h5,P_294.h5,0,0,0,1,0,1,1,0,0,1,24.053754444345497
294,H_295.h5,P_295.h5,1,1,0,0,1,0,0,0,0,0,22.66986856321273
295,H_296.h5,P_296.h5,0,0,1,0,1,1,0,0,0,0,17.625750235716236
296,H_297.h5,P_297.h5,1,1,0,1,0,0,0,0,0,0,24.313606382088444
297,H_298.h5,P_298.h5,0,1,1,0,0,1,0,1,0,0,41.64726776026819
298,H_299.h5,P_299.h5,0,0,1,0,1,0,0,1,1,0,23.125315652290308
299,H_300.h5,P_300.h5,0,1,0,1,0,0,0,1,0,1,22.587650794052912
300,H_301.h5,P_301.h5,0,1,0,1,0,0,0,1,0,0,25.94719982373321
301,H_302.h5,P_302.h5,0,1,1,0,0,1,0,1,0,0,16.039168849277516
302,H_303.h5,P_303.h5,1,0,0,0,0,0,0,1,1,0,24.49277712880234
303,H_304.h5,P_304.h5,1,0,0,0,1,0,1,0,0,1,19.75843352859488
304,H_305.h5,P_305.h5,0,0,1,0,0,1,0,1,0,1,16.279945635885838
305,H_306.h5,P_306.h5,0,1,0,1,0,1,0,0,1,0,16.70936820233678
306,H_307.h5,P_307.h5,1,0,1,1,0,0,0,0,0,0,22.783412200712544
307,H_308.h5,P_308.h5,1,0,0,0,0,1,0,1,1,0,50.02660947887505
308,H_309.h5,P_309.h5,1,0,0,1,0,0,1,0,1,0,31.847115274134293
309,H_310.h5,P_310.h5,0,1,0,0,1,0,1,0,1,0,21.30340832995364
310,H_311.h5,P_311.h5,0,0,0,0,0,0,0,1,1,1,17.37786986174452
311,H_312.h5,P_312.h5,1,0,0,0,0,1,0,1,0,1,25.009857502355473
312,H_313.h5,P_313.h5,0,1,1,0,0,0,0,0,1,0,19.293367444331132
313,H_314.h5,P_314.h5,0,1,0,0,0,1,1,0,1,0,17.678797169537447
314,H_315.h5,P_315.h5,0,0,0,0,0,0,0,1,1,1,26.136777004482934
315,H_316.h5,P_316.h5,0,0,1,1,1,0,0,0,0,0,19.10510315923176
